Team,Conf,Season,Game,Home,Away,Points,Points Against,Date
Alabama,SEC,2012,Alabama vs Michigan,Alabama,Michigan,41,14,2012-09-02T00:00:00.000Z
Oregon,Pac-12,2012,Oregon vs Arkansas State,Oregon,Arkansas State,57,34,2012-09-02T02:30:00.000Z
Arizona,Pac-12,2012,Arizona vs Toledo,Arizona,Toledo,24,17,2012-09-02T02:30:00.000Z
Washington,Pac-12,2012,Washington vs San Diego State,Washington,San Diego State,21,12,2012-09-02T02:30:00.000Z
Louisville,Big East,2012,Louisville vs Kentucky,Louisville,Kentucky,32,14,2012-09-02T19:30:00.000Z
Utah State,Western Athletic,2012,Utah State vs Utah,Utah State,Utah,27,20,2012-09-08T00:00:00.000Z
Mississippi State,SEC,2012,Mississippi State vs Auburn,Mississippi State,Auburn,28,10,2012-09-08T16:00:00.000Z
South Carolina,SEC,2012,South Carolina vs East Carolina,South Carolina,East Carolina,48,10,2012-09-08T16:21:00.000Z
Colorado,Pac-12,2012,Colorado vs Sacramento State,Colorado,Sacramento State,28,30,2012-09-08T19:00:00.000Z
Washington State,Pac-12,2012,Washington State vs Eastern Washington,Washington State,Eastern Washington,24,20,2012-09-08T19:00:00.000Z
California,Pac-12,2012,California vs Southern Utah,California,Southern Utah,50,31,2012-09-08T19:00:00.000Z
Syracuse,Big East,2012,Syracuse vs USC,Syracuse,USC,29,42,2012-09-08T19:30:00.000Z
Texas A&M,SEC,2012,Texas A&M vs Florida,Texas A&M,Florida,17,20,2012-09-08T19:30:00.000Z
Alabama,SEC,2012,Alabama vs Western Kentucky,Alabama,Western Kentucky,35,0,2012-09-08T19:30:00.000Z
Oregon State,Pac-12,2012,Oregon State vs Wisconsin,Oregon State,Wisconsin,10,7,2012-09-08T20:00:00.000Z
Tennessee,SEC,2012,Tennessee vs Georgia State,Tennessee,Georgia State,51,13,2012-09-08T20:00:00.000Z
Oregon,Pac-12,2012,Oregon vs Fresno State,Oregon,Fresno State,42,25,2012-09-08T22:30:00.000Z
Ole Miss,SEC,2012,Ole Miss vs UTEP,Ole Miss,UTEP,28,10,2012-09-08T23:00:00.000Z
Arkansas,SEC,2012,Arkansas vs UL Monroe,Arkansas,UL Monroe,31,34,2012-09-08T23:00:00.000Z
LSU,SEC,2012,LSU vs Washington,LSU,Washington,41,3,2012-09-08T23:00:00.000Z
Kentucky,SEC,2012,Kentucky vs Kent State,Kentucky,Kent State,47,14,2012-09-08T23:30:00.000Z
Missouri,SEC,2012,Missouri vs Georgia,Missouri,Georgia,20,41,2012-09-08T23:45:00.000Z
UCLA,Pac-12,2012,UCLA vs Nebraska,UCLA,Nebraska,36,30,2012-09-08T23:50:00.000Z
Northwestern,Big Ten,2012,Northwestern vs Vanderbilt,Northwestern,Vanderbilt,23,13,2012-09-09T00:00:00.000Z
Arizona State,Pac-12,2012,Arizona State vs Illinois,Arizona State,Illinois,45,14,2012-09-09T02:30:00.000Z
Arizona,Pac-12,2012,Arizona vs Oklahoma State,Arizona,Oklahoma State,59,38,2012-09-09T02:30:00.000Z
Stanford,Pac-12,2012,Stanford vs Duke,Stanford,Duke,50,13,2012-09-09T02:30:00.000Z
UNLV,Mountain West,2012,UNLV vs Washington State,UNLV,Washington State,27,35,2012-09-15T01:00:00.000Z
Ohio State,Big Ten,2012,Ohio State vs California,Ohio State,California,35,28,2012-09-15T16:00:00.000Z
Auburn,SEC,2012,Auburn vs UL Monroe,Auburn,UL Monroe,31,28,2012-09-15T16:21:00.000Z
Vanderbilt,SEC,2012,Vanderbilt vs Presbyterian,Vanderbilt,Presbyterian,58,0,2012-09-15T16:30:00.000Z
Oregon,Pac-12,2012,Oregon vs Tennessee Tech,Oregon,Tennessee Tech,63,14,2012-09-15T19:00:00.000Z
SMU,Conference USA,2012,SMU vs Texas A&M,SMU,Texas A&M,3,48,2012-09-15T19:30:00.000Z
Arkansas,SEC,2012,Arkansas vs Alabama,Arkansas,Alabama,0,52,2012-09-15T19:30:00.000Z
Washington,Pac-12,2012,Washington vs Portland State,Washington,Portland State,52,13,2012-09-15T20:00:00.000Z
Tennessee,SEC,2012,Tennessee vs Florida,Tennessee,Florida,20,37,2012-09-15T22:00:00.000Z
Kentucky,SEC,2012,Kentucky vs Western Kentucky,Kentucky,Western Kentucky,31,32,2012-09-15T23:00:00.000Z
Troy,Sun Belt,2012,Troy vs Mississippi State,Troy,Mississippi State,24,30,2012-09-15T23:00:00.000Z
South Carolina,SEC,2012,South Carolina vs UAB,South Carolina,UAB,49,6,2012-09-15T23:00:00.000Z
Missouri,SEC,2012,Missouri vs Arizona State,Missouri,Arizona State,24,20,2012-09-15T23:00:00.000Z
Stanford,Pac-12,2012,Stanford vs USC,Stanford,USC,21,14,2012-09-15T23:30:00.000Z
Georgia,SEC,2012,Georgia vs Florida Atlantic,Georgia,Florida Atlantic,56,20,2012-09-15T23:30:00.000Z
LSU,SEC,2012,LSU vs Idaho,LSU,Idaho,63,14,2012-09-16T00:00:00.000Z
Fresno State,Mountain West,2012,Fresno State vs Colorado,Fresno State,Colorado,69,14,2012-09-16T00:00:00.000Z
Ole Miss,SEC,2012,Ole Miss vs Texas,Ole Miss,Texas,31,66,2012-09-16T01:26:00.000Z
Utah,Pac-12,2012,Utah vs BYU,Utah,BYU,24,21,2012-09-16T02:15:00.000Z
Arizona,Pac-12,2012,Arizona vs South Carolina State,Arizona,South Carolina State,56,0,2012-09-16T02:30:00.000Z
UCLA,Pac-12,2012,UCLA vs Houston,UCLA,Houston,37,6,2012-09-16T02:30:00.000Z
Tulane,Conference USA,2012,Tulane vs Ole Miss,Tulane,Ole Miss,0,39,2012-09-22T16:00:00.000Z
Florida,SEC,2012,Florida vs Kentucky,Florida,Kentucky,38,0,2012-09-22T16:00:00.000Z
UCLA,Pac-12,2012,UCLA vs Oregon State,UCLA,Oregon State,20,27,2012-09-22T19:30:00.000Z
South Carolina,SEC,2012,South Carolina vs Missouri,South Carolina,Missouri,31,10,2012-09-22T19:30:00.000Z
Washington State,Pac-12,2012,Washington State vs Colorado,Washington State,Colorado,34,35,2012-09-22T20:00:00.000Z
Alabama,SEC,2012,Alabama vs Florida Atlantic,Alabama,Florida Atlantic,40,7,2012-09-22T21:00:00.000Z
USC,Pac-12,2012,USC vs California,USC,California,27,9,2012-09-22T22:00:00.000Z
Auburn,SEC,2012,Auburn vs LSU,Auburn,LSU,10,12,2012-09-22T23:00:00.000Z
Mississippi State,SEC,2012,Mississippi State vs South Alabama,Mississippi State,South Alabama,30,10,2012-09-22T23:00:00.000Z
Arkansas,SEC,2012,Arkansas vs Rutgers,Arkansas,Rutgers,26,35,2012-09-22T23:00:00.000Z
Texas A&M,SEC,2012,Texas A&M vs South Carolina State,Texas A&M,South Carolina State,70,14,2012-09-22T23:00:00.000Z
Tennessee,SEC,2012,Tennessee vs Akron,Tennessee,Akron,47,26,2012-09-22T23:30:00.000Z
Georgia,SEC,2012,Georgia vs Vanderbilt,Georgia,Vanderbilt,48,3,2012-09-22T23:45:00.000Z
Arizona State,Pac-12,2012,Arizona State vs Utah,Arizona State,Utah,37,7,2012-09-23T02:00:00.000Z
Oregon,Pac-12,2012,Oregon vs Arizona,Oregon,Arizona,49,0,2012-09-23T02:30:00.000Z
Washington,Pac-12,2012,Washington vs Stanford,Washington,Stanford,17,13,2012-09-28T01:00:00.000Z
UCF,Conference USA,2012,UCF vs Missouri,UCF,Missouri,16,21,2012-09-29T16:00:00.000Z
Texas A&M,SEC,2012,Texas A&M vs Arkansas,Texas A&M,Arkansas,58,10,2012-09-29T16:21:00.000Z
Georgia,SEC,2012,Georgia vs Tennessee,Georgia,Tennessee,51,44,2012-09-29T19:30:00.000Z
California,Pac-12,2012,California vs Arizona State,California,Arizona State,17,27,2012-09-29T20:00:00.000Z
Colorado,Pac-12,2012,Colorado vs UCLA,Colorado,UCLA,14,42,2012-09-29T22:00:00.000Z
Kentucky,SEC,2012,Kentucky vs South Carolina,Kentucky,South Carolina,17,38,2012-09-29T23:00:00.000Z
LSU,SEC,2012,LSU vs Towson,LSU,Towson,38,22,2012-09-29T23:00:00.000Z
Alabama,SEC,2012,Alabama vs Ole Miss,Alabama,Ole Miss,33,14,2012-09-30T01:15:00.000Z
Arizona,Pac-12,2012,Arizona vs Oregon State,Arizona,Oregon State,35,38,2012-09-30T02:00:00.000Z
Washington State,Pac-12,2012,Washington State vs Oregon,Washington State,Oregon,26,51,2012-09-30T02:30:00.000Z
Utah,Pac-12,2012,Utah vs USC,Utah,USC,28,38,2012-10-05T01:00:00.000Z
Auburn,SEC,2012,Auburn vs Arkansas,Auburn,Arkansas,7,24,2012-10-06T16:00:00.000Z
Kentucky,SEC,2012,Kentucky vs Mississippi State,Kentucky,Mississippi State,14,27,2012-10-06T16:21:00.000Z
Stanford,Pac-12,2012,Stanford vs Arizona,Stanford,Arizona,54,48,2012-10-06T19:00:00.000Z
Florida,SEC,2012,Florida vs LSU,Florida,LSU,14,6,2012-10-06T19:30:00.000Z
Oregon State,Pac-12,2012,Oregon State vs Washington State,Oregon State,Washington State,19,6,2012-10-06T22:00:00.000Z
Ole Miss,SEC,2012,Ole Miss vs Texas A&M,Ole Miss,Texas A&M,27,30,2012-10-06T23:00:00.000Z
Missouri,SEC,2012,Missouri vs Vanderbilt,Missouri,Vanderbilt,15,19,2012-10-06T23:00:00.000Z
South Carolina,SEC,2012,South Carolina vs Georgia,South Carolina,Georgia,35,7,2012-10-06T23:08:00.000Z
California,Pac-12,2012,California vs UCLA,California,UCLA,43,17,2012-10-07T02:00:00.000Z
Oregon,Pac-12,2012,Oregon vs Washington,Oregon,Washington,52,21,2012-10-07T02:30:00.000Z
Colorado,Pac-12,2012,Colorado vs Arizona State,Colorado,Arizona State,17,51,2012-10-12T01:00:00.000Z
Ole Miss,SEC,2012,Ole Miss vs Auburn,Ole Miss,Auburn,41,20,2012-10-13T16:21:00.000Z
UCLA,Pac-12,2012,UCLA vs Utah,UCLA,Utah,21,14,2012-10-13T19:00:00.000Z
BYU,FBS Independents,2012,BYU vs Oregon State,BYU,Oregon State,24,42,2012-10-13T19:30:00.000Z
Notre Dame,FBS Independents,2012,Notre Dame vs Stanford,Notre Dame,Stanford,20,13,2012-10-13T19:30:00.000Z
Missouri,SEC,2012,Missouri vs Alabama,Missouri,Alabama,10,42,2012-10-13T19:30:00.000Z
Vanderbilt,SEC,2012,Vanderbilt vs Florida,Vanderbilt,Florida,17,31,2012-10-13T22:00:00.000Z
Arkansas,SEC,2012,Arkansas vs Kentucky,Arkansas,Kentucky,49,7,2012-10-13T23:00:00.000Z
Washington,Pac-12,2012,Washington vs USC,Washington,USC,14,24,2012-10-13T23:00:00.000Z
LSU,SEC,2012,LSU vs South Carolina,LSU,South Carolina,23,21,2012-10-14T00:00:00.000Z
Louisiana Tech,Western Athletic,2012,Louisiana Tech vs Texas A&M,Louisiana Tech,Texas A&M,57,59,2012-10-14T01:00:00.000Z
Mississippi State,SEC,2012,Mississippi State vs Tennessee,Mississippi State,Tennessee,41,31,2012-10-14T01:00:00.000Z
Washington State,Pac-12,2012,Washington State vs California,Washington State,California,17,31,2012-10-14T02:30:00.000Z
Arizona State,Pac-12,2012,Arizona State vs Oregon,Arizona State,Oregon,21,43,2012-10-19T01:00:00.000Z
Texas A&M,SEC,2012,Texas A&M vs LSU,Texas A&M,LSU,19,24,2012-10-20T16:00:00.000Z
Vanderbilt,SEC,2012,Vanderbilt vs Auburn,Vanderbilt,Auburn,17,13,2012-10-20T16:21:00.000Z
California,Pac-12,2012,California vs Stanford,California,Stanford,3,21,2012-10-20T19:00:00.000Z
Florida,SEC,2012,Florida vs South Carolina,Florida,South Carolina,44,11,2012-10-20T19:30:00.000Z
USC,Pac-12,2012,USC vs Colorado,USC,Colorado,50,6,2012-10-20T22:00:00.000Z
Mississippi State,SEC,2012,Mississippi State vs Middle Tennessee,Mississippi State,Middle Tennessee,45,3,2012-10-20T23:00:00.000Z
Kentucky,SEC,2012,Kentucky vs Georgia,Kentucky,Georgia,24,29,2012-10-20T23:00:00.000Z
Tennessee,SEC,2012,Tennessee vs Alabama,Tennessee,Alabama,13,44,2012-10-20T23:00:00.000Z
Arizona,Pac-12,2012,Arizona vs Washington,Arizona,Washington,52,17,2012-10-21T02:00:00.000Z
Oregon State,Pac-12,2012,Oregon State vs Utah,Oregon State,Utah,21,7,2012-10-21T02:30:00.000Z
Missouri,SEC,2012,Missouri vs Kentucky,Missouri,Kentucky,33,10,2012-10-27T16:00:00.000Z
South Carolina,SEC,2012,South Carolina vs Tennessee,South Carolina,Tennessee,38,35,2012-10-27T16:00:00.000Z
Arkansas,SEC,2012,Arkansas vs Ole Miss,Arkansas,Ole Miss,27,30,2012-10-27T16:21:00.000Z
Arizona State,Pac-12,2012,Arizona State vs UCLA,Arizona State,UCLA,43,45,2012-10-27T19:00:00.000Z
Oregon,Pac-12,2012,Oregon vs Colorado,Oregon,Colorado,70,14,2012-10-27T19:00:00.000Z
Georgia,SEC,2012,Georgia vs Florida,Georgia,Florida,17,9,2012-10-27T19:30:00.000Z
Arizona,Pac-12,2012,Arizona vs USC,Arizona,USC,39,36,2012-10-27T19:30:00.000Z
Stanford,Pac-12,2012,Stanford vs Washington State,Stanford,Washington State,24,17,2012-10-27T22:15:00.000Z
Auburn,SEC,2012,Auburn vs Texas A&M,Auburn,Texas A&M,21,63,2012-10-27T23:00:00.000Z
Vanderbilt,SEC,2012,Vanderbilt vs Massachusetts,Vanderbilt,Massachusetts,49,7,2012-10-27T23:00:00.000Z
Alabama,SEC,2012,Alabama vs Mississippi State,Alabama,Mississippi State,38,7,2012-10-28T00:30:00.000Z
Utah,Pac-12,2012,Utah vs California,Utah,California,49,27,2012-10-28T01:45:00.000Z
Washington,Pac-12,2012,Washington vs Oregon State,Washington,Oregon State,20,17,2012-10-28T02:15:00.000Z
California,Pac-12,2012,California vs Washington,California,Washington,13,21,2012-11-03T01:00:00.000Z
Florida,SEC,2012,Florida vs Missouri,Florida,Missouri,14,7,2012-11-03T16:00:00.000Z
Mississippi State,SEC,2012,Mississippi State vs Texas A&M,Mississippi State,Texas A&M,13,38,2012-11-03T16:00:00.000Z
Kentucky,SEC,2012,Kentucky vs Vanderbilt,Kentucky,Vanderbilt,0,40,2012-11-03T16:00:00.000Z
Tennessee,SEC,2012,Tennessee vs Troy,Tennessee,Troy,55,48,2012-11-03T16:00:00.000Z
Arkansas,SEC,2012,Arkansas vs Tulsa,Arkansas,Tulsa,19,15,2012-11-03T16:21:00.000Z
Auburn,SEC,2012,Auburn vs New Mexico State,Auburn,New Mexico State,42,7,2012-11-03T16:30:00.000Z
Colorado,Pac-12,2012,Colorado vs Stanford,Colorado,Stanford,0,48,2012-11-03T18:00:00.000Z
Utah,Pac-12,2012,Utah vs Washington State,Utah,Washington State,49,6,2012-11-03T19:00:00.000Z
Georgia,SEC,2012,Georgia vs Ole Miss,Georgia,Ole Miss,37,10,2012-11-03T19:30:00.000Z
USC,Pac-12,2012,USC vs Oregon,USC,Oregon,51,62,2012-11-03T23:00:00.000Z
LSU,SEC,2012,LSU vs Alabama,LSU,Alabama,17,21,2012-11-04T00:00:00.000Z
Oregon State,Pac-12,2012,Oregon State vs Arizona State,Oregon State,Arizona State,36,26,2012-11-04T02:30:00.000Z
UCLA,Pac-12,2012,UCLA vs Arizona,UCLA,Arizona,66,10,2012-11-04T02:30:00.000Z
South Carolina,SEC,2012,South Carolina vs Arkansas,South Carolina,Arkansas,38,20,2012-11-10T17:00:00.000Z
Tennessee,SEC,2012,Tennessee vs Missouri,Tennessee,Missouri,48,51,2012-11-10T17:21:00.000Z
Florida,SEC,2012,Florida vs Louisiana,Florida,Louisiana,27,20,2012-11-10T17:21:00.000Z
Arizona,Pac-12,2012,Arizona vs Colorado,Arizona,Colorado,56,31,2012-11-10T18:30:00.000Z
USC,Pac-12,2012,USC vs Arizona State,USC,Arizona State,38,17,2012-11-10T20:00:00.000Z
Stanford,Pac-12,2012,Stanford vs Oregon State,Stanford,Oregon State,27,23,2012-11-10T20:00:00.000Z
Alabama,SEC,2012,Alabama vs Texas A&M,Alabama,Texas A&M,24,29,2012-11-10T20:30:00.000Z
Ole Miss,SEC,2012,Ole Miss vs Vanderbilt,Ole Miss,Vanderbilt,26,27,2012-11-11T00:00:00.000Z
LSU,SEC,2012,LSU vs Mississippi State,LSU,Mississippi State,37,17,2012-11-11T00:00:00.000Z
Auburn,SEC,2012,Auburn vs Georgia,Auburn,Georgia,0,38,2012-11-11T00:00:00.000Z
California,Pac-12,2012,California vs Oregon,California,Oregon,17,59,2012-11-11T03:30:00.000Z
Washington State,Pac-12,2012,Washington State vs UCLA,Washington State,UCLA,36,44,2012-11-11T03:30:00.000Z
Washington,Pac-12,2012,Washington vs Utah,Washington,Utah,34,15,2012-11-11T03:30:00.000Z
Mississippi State,SEC,2012,Mississippi State vs Arkansas,Mississippi State,Arkansas,45,14,2012-11-17T17:21:00.000Z
Alabama,SEC,2012,Alabama vs Western Carolina,Alabama,Western Carolina,49,0,2012-11-17T17:21:00.000Z
South Carolina,SEC,2012,South Carolina vs Wofford,South Carolina,Wofford,24,7,2012-11-17T18:00:00.000Z
Florida,SEC,2012,Florida vs Jacksonville State,Florida,Jacksonville State,23,0,2012-11-17T18:00:00.000Z
Colorado,Pac-12,2012,Colorado vs Washington,Colorado,Washington,3,38,2012-11-17T18:30:00.000Z
Georgia,SEC,2012,Georgia vs Georgia Southern,Georgia,Georgia Southern,45,14,2012-11-17T18:30:00.000Z
Auburn,SEC,2012,Auburn vs Alabama A&M,Auburn,Alabama A&M,51,7,2012-11-17T19:00:00.000Z
Arizona State,Pac-12,2012,Arizona State vs Washington State,Arizona State,Washington State,46,7,2012-11-17T20:00:00.000Z
UCLA,Pac-12,2012,UCLA vs USC,UCLA,USC,38,28,2012-11-17T20:05:00.000Z
Texas A&M,SEC,2012,Texas A&M vs Sam Houston,Texas A&M,Sam Houston,47,28,2012-11-17T20:30:00.000Z
LSU,SEC,2012,LSU vs Ole Miss,LSU,Ole Miss,41,35,2012-11-17T20:30:00.000Z
Vanderbilt,SEC,2012,Vanderbilt vs Tennessee,Vanderbilt,Tennessee,41,18,2012-11-18T00:00:00.000Z
Missouri,SEC,2012,Missouri vs Syracuse,Missouri,Syracuse,27,31,2012-11-18T00:00:00.000Z
Kentucky,SEC,2012,Kentucky vs Samford,Kentucky,Samford,34,3,2012-11-18T00:30:00.000Z
Oregon,Pac-12,2012,Oregon vs Stanford,Oregon,Stanford,14,17,2012-11-18T01:00:00.000Z
Utah,Pac-12,2012,Utah vs Arizona,Utah,Arizona,24,34,2012-11-18T03:00:00.000Z
Oregon State,Pac-12,2012,Oregon State vs California,Oregon State,California,62,14,2012-11-18T03:30:00.000Z
Arkansas,SEC,2012,Arkansas vs LSU,Arkansas,LSU,13,20,2012-11-23T19:30:00.000Z
Colorado,Pac-12,2012,Colorado vs Utah,Colorado,Utah,35,42,2012-11-23T20:00:00.000Z
Washington State,Pac-12,2012,Washington State vs Washington,Washington State,Washington,31,28,2012-11-23T20:30:00.000Z
Arizona,Pac-12,2012,Arizona vs Arizona State,Arizona,Arizona State,34,41,2012-11-24T03:00:00.000Z
Georgia,SEC,2012,Georgia vs Georgia Tech,Georgia,Georgia Tech,42,10,2012-11-24T17:00:00.000Z
Tennessee,SEC,2012,Tennessee vs Kentucky,Tennessee,Kentucky,37,17,2012-11-24T17:21:00.000Z
Oregon State,Pac-12,2012,Oregon State vs Oregon,Oregon State,Oregon,24,48,2012-11-24T20:00:00.000Z
Florida State,ACC,2012,Florida State vs Florida,Florida State,Florida,26,37,2012-11-24T20:30:00.000Z
Wake Forest,ACC,2012,Wake Forest vs Vanderbilt,Wake Forest,Vanderbilt,21,55,2012-11-24T20:30:00.000Z
Alabama,SEC,2012,Alabama vs Auburn,Alabama,Auburn,49,0,2012-11-24T20:30:00.000Z
UCLA,Pac-12,2012,UCLA vs Stanford,UCLA,Stanford,17,35,2012-11-24T23:30:00.000Z
Texas A&M,SEC,2012,Texas A&M vs Missouri,Texas A&M,Missouri,59,29,2012-11-25T00:00:00.000Z
Ole Miss,SEC,2012,Ole Miss vs Mississippi State,Ole Miss,Mississippi State,41,24,2012-11-25T00:00:00.000Z
Clemson,ACC,2012,Clemson vs South Carolina,Clemson,South Carolina,17,27,2012-11-25T00:00:00.000Z
USC,Pac-12,2012,USC vs Notre Dame,USC,Notre Dame,13,22,2012-11-25T01:00:00.000Z
Stanford,Pac-12,2012,Stanford vs UCLA,Stanford,UCLA,27,24,2012-12-01T01:00:00.000Z
Oregon State,Pac-12,2012,Oregon State vs Nicholls,Oregon State,Nicholls,77,3,2012-12-01T19:30:00.000Z
Georgia,SEC,2012,Georgia vs Alabama,Georgia,Alabama,28,32,2012-12-01T21:00:00.000Z
South Carolina,SEC,2013,South Carolina vs North Carolina,South Carolina,North Carolina,27,10,2013-08-29T22:00:00.000Z
Utah,Pac-12,2013,Utah vs Utah State,Utah,Utah State,30,26,2013-08-30T00:00:00.000Z
Vanderbilt,SEC,2013,Vanderbilt vs Ole Miss,Vanderbilt,Ole Miss,35,39,2013-08-30T01:15:00.000Z
Hawai'i,Mountain West,2013,Hawai'i vs USC,Hawai'i,USC,13,30,2013-08-30T03:00:00.000Z
Arizona,Pac-12,2013,Arizona vs Northern Arizona,Arizona,Northern Arizona,35,0,2013-08-31T02:00:00.000Z
Florida,SEC,2013,Florida vs Toledo,Florida,Toledo,24,6,2013-08-31T16:21:00.000Z
Texas A&M,SEC,2013,Texas A&M vs Rice,Texas A&M,Rice,52,31,2013-08-31T17:00:00.000Z
Oklahoma State,Big 12,2013,Oklahoma State vs Mississippi State,Oklahoma State,Mississippi State,21,3,2013-08-31T19:30:00.000Z
Arkansas,SEC,2013,Arkansas vs Louisiana,Arkansas,Louisiana,34,14,2013-08-31T20:00:00.000Z
Oregon,Pac-12,2013,Oregon vs Nicholls,Oregon,Nicholls,66,3,2013-08-31T20:00:00.000Z
Virginia Tech,ACC,2013,Virginia Tech vs Alabama,Virginia Tech,Alabama,10,35,2013-08-31T21:30:00.000Z
Oregon State,Pac-12,2013,Oregon State vs Eastern Washington,Oregon State,Eastern Washington,46,49,2013-08-31T22:00:00.000Z
Tennessee,SEC,2013,Tennessee vs Austin Peay,Tennessee,Austin Peay,45,0,2013-08-31T22:00:00.000Z
Missouri,SEC,2013,Missouri vs Murray State,Missouri,Murray State,58,14,2013-08-31T23:00:00.000Z
Auburn,SEC,2013,Auburn vs Washington State,Auburn,Washington State,31,24,2013-08-31T23:00:00.000Z
Western Kentucky,Sun Belt,2013,Western Kentucky vs Kentucky,Western Kentucky,Kentucky,35,26,2013-08-31T23:10:00.000Z
Clemson,ACC,2013,Clemson vs Georgia,Clemson,Georgia,38,35,2013-09-01T00:00:00.000Z
TCU,Big 12,2013,TCU vs LSU,TCU,LSU,27,37,2013-09-01T01:00:00.000Z
UCLA,Pac-12,2013,UCLA vs Nevada,UCLA,Nevada,58,20,2013-09-01T02:00:00.000Z
Washington,Pac-12,2013,Washington vs Boise State,Washington,Boise State,38,6,2013-09-01T02:00:00.000Z
California,Pac-12,2013,California vs Northwestern,California,Northwestern,30,44,2013-09-01T02:30:00.000Z
Colorado State,Mountain West,2013,Colorado State vs Colorado,Colorado State,Colorado,27,41,2013-09-01T22:00:00.000Z
Arizona State,Pac-12,2013,Arizona State vs Sacramento State,Arizona State,Sacramento State,55,0,2013-09-06T02:00:00.000Z
Miami,ACC,2013,Miami vs Florida,Miami,Florida,21,16,2013-09-07T16:00:00.000Z
Kentucky,SEC,2013,Kentucky vs Miami (OH),Kentucky,Miami (OH),41,7,2013-09-07T16:00:00.000Z
Tennessee,SEC,2013,Tennessee vs Western Kentucky,Tennessee,Western Kentucky,52,20,2013-09-07T16:21:00.000Z
Utah,Pac-12,2013,Utah vs Weber State,Utah,Weber State,70,7,2013-09-07T18:00:00.000Z
Mississippi State,SEC,2013,Mississippi State vs Alcorn State,Mississippi State,Alcorn State,51,7,2013-09-07T19:30:00.000Z
Missouri,SEC,2013,Missouri vs Toledo,Missouri,Toledo,38,23,2013-09-07T19:30:00.000Z
Virginia,ACC,2013,Virginia vs Oregon,Virginia,Oregon,10,59,2013-09-07T19:30:00.000Z
Georgia,SEC,2013,Georgia vs South Carolina,Georgia,South Carolina,41,30,2013-09-07T20:30:00.000Z
California,Pac-12,2013,California vs Portland State,California,Portland State,37,30,2013-09-07T21:00:00.000Z
Arkansas,SEC,2013,Arkansas vs Samford,Arkansas,Samford,31,21,2013-09-07T23:00:00.000Z
Ole Miss,SEC,2013,Ole Miss vs Southeast Missouri State,Ole Miss,Southeast Missouri State,31,13,2013-09-07T23:00:00.000Z
Texas A&M,SEC,2013,Texas A&M vs Sam Houston,Texas A&M,Sam Houston,65,28,2013-09-07T23:00:00.000Z
Vanderbilt,SEC,2013,Vanderbilt vs Austin Peay,Vanderbilt,Austin Peay,38,3,2013-09-07T23:30:00.000Z
Auburn,SEC,2013,Auburn vs Arkansas State,Auburn,Arkansas State,38,9,2013-09-07T23:30:00.000Z
LSU,SEC,2013,LSU vs UAB,LSU,UAB,56,17,2013-09-07T23:37:00.000Z
Colorado,Pac-12,2013,Colorado vs Central Arkansas,Colorado,Central Arkansas,38,24,2013-09-08T00:00:00.000Z
Oregon State,Pac-12,2013,Oregon State vs Hawai'i,Oregon State,Hawai'i,33,14,2013-09-08T00:00:00.000Z
UNLV,Mountain West,2013,UNLV vs Arizona,UNLV,Arizona,13,58,2013-09-08T02:30:00.000Z
USC,Pac-12,2013,USC vs Washington State,USC,Washington State,7,10,2013-09-08T02:30:00.000Z
Stanford,Pac-12,2013,Stanford vs San José State,Stanford,San José State,34,13,2013-09-08T03:00:00.000Z
Army,FBS Independents,2013,Army vs Stanford,Army,Stanford,20,34,2013-09-14T16:00:00.000Z
Kentucky,SEC,2013,Kentucky vs Louisville,Kentucky,Louisville,13,27,2013-09-14T16:00:00.000Z
Nebraska,Big Ten,2013,Nebraska vs UCLA,Nebraska,UCLA,21,41,2013-09-14T16:00:00.000Z
Arkansas,SEC,2013,Arkansas vs Southern Miss,Arkansas,Southern Miss,24,3,2013-09-14T16:21:00.000Z
USC,Pac-12,2013,USC vs Boston College,USC,Boston College,35,7,2013-09-14T19:00:00.000Z
Texas A&M,SEC,2013,Texas A&M vs Alabama,Texas A&M,Alabama,42,49,2013-09-14T19:30:00.000Z
Oregon,Pac-12,2013,Oregon vs Tennessee,Oregon,Tennessee,59,14,2013-09-14T19:30:00.000Z
Illinois,Big Ten,2013,Illinois vs Washington,Illinois,Washington,24,34,2013-09-14T22:00:00.000Z
